Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
196493265000,196493265000,59778576000,11506119000,499233657000,432383243000,,,1593059000,100.00,Nível_1,29.94,Financeiro,Bancos,BPAC11
25957000000,58243669000,14702536000,2020000000,64511989000,10346826000,38965561000,32286669000,6678892000,100.00,Novo_Mercado,49.27,Bens_Industriais,Exploração_de_Rodovias,MOTV3
22407148000,50292564000,10192494000,6179682000,60335243000,15144906000,35968169000,27885416000,8082753000,100.00,Nível_2,63.92,Materiais_Básicos,Papel_e_Celulose,KLBN11
9408910000,22729112000,11151166000,464179000,43181058000,7229894000,17691711000,13320202000,4371509000,100.00,Novo_Mercado,99.91,Petróleo._Gás_e_Biocombustíveis,Exploração._Refino_e_Distribuição,BRAV3
8970528000,18073098000,19373882000,993705000,86914266000,33366538000,18090359000,9102570000,8987789000,100.00,Nível_1,70.19,Materiais_Básicos,Siderurgia,GOAU4
10052117000,30051405000,13251475000,1050377000,52266696000,11093981000,26161764000,19999288000,6162476000,100.00,Novo_Mercado,29.18,Utilidade_Pública,Energia_Elétrica,AURE3
33140620000,43682734000,27914455000,2861781000,63901931000,15471501000,15242574000,10542114000,4700460000,0.00,Nível_1,81.34,Utilidade_Pública,Energia_Elétrica,CMIG4
36409581000,54312551000,26603165000,896346000,54789865000,8294219000,22065296000,17902970000,4162326000,100.00,Novo_Mercado,89.53,Petróleo._Gás_e_Biocombustíveis,Exploração._Refino_e_Distribuição,PRIO3
106696000,106689000,151852000,197585000,186882000,200000,-,-7000,7000,0.00,Novo_Mercado,0.00,Materiais_Básicos,Petroquímicos,AZTE3
103798004000,114659590000,68076737000,3226546000,126475682000,26337387000,20315690000,10861586000,9454104000,80.00,Tradicional,24.64,Telecomunicações,Telecomunicações,VIVT3
26385657000,26071935000,4799781000,599401000,8685594000,2921709000,1629318000,-313722000,1943040000,100.00,Novo_Mercado,87.53,Tecnologia_da_Informação,Programas_e_Serviços,TOTS3
34078623000,46815649000,26272206000,2982810000,60240753000,16146351000,18795043000,12737026000,6058017000,100.00,Nível_2,100.00,Utilidade_Pública,Energia_Elétrica,CPLE6
37426198000,72055556000,26432564000,1082620000,80956256000,17543980000,42798938000,34629358000,8169580000,100.00,Novo_Mercado,79.72,Consumo_Cíclico,Aluguel_de_carros,RENT3
58230171000,63401887000,18191249000,740465000,65886626000,35566816000,12034332000,5171716000,6862616000,100.00,Novo_Mercado,99.20,Bens_Industriais,Material_Aeronáutico_e_de_Defesa,EMBR3
154626702000,154626702000,174053985000,10592012000,2147570089000,1740446958000,,,222829387000,100.00,Nível_1,62.16,Financeiro,Bancos,BBDC3
288113000,8828113000,2089000000,95086000,32816000000,13565000000,9741000000,8540000000,1201000000,100.00,Novo_Mercado,99.75,Consumo_Cíclico,Eletrodomésticos,BHIA3
2257174000,1861636000,2736474000,562886000,3995631000,1329474000,78246000,-395538000,473784000,100.00,Novo_Mercado,71.83,Tecnologia_da_Informação,Programas_e_Serviços,LWSA3
58476000,-811705000,-147834000,74020000,1458321000,714296000,-798600000,-870182000,71582000,100.00,Nível_1,82.23,Telecomunicações,Telecomunicações,IFCM3
30735178000,43851634000,14598934000,1854868000,51422656000,10724155000,20969942000,13116456000,7853486000,100.00,Novo_Mercado,100.00,Bens_Industriais,Transporte_Ferroviário,RAIL3
2714566000,6343352000,949871000,760382000,6263774000,1598448000,4026000000,3628786000,397214000,100.00,Novo_Mercado,99.93,Bens_Industriais,Transporte_Hidroviário,HBSA3
18882997000,62218424000,2816466000,857928000,135354346000,50053643000,63574855000,43335427000,20239428000,100.00,Novo_Mercado,33.58,Consumo_não_Cíclico,Carnes_e_Derivados,MRFG3
67680000000,59007193000,10494024000,2000000000,21376875000,9994317000,-,-8672807000,8672807000,100.00,Novo_Mercado,31.87,Financeiro,Seguradoras,BBSE3
18729365000,31030104000,15195537000,1115507000,37754597000,14574123000,15038157000,12300739000,2737418000,100.00,Novo_Mercado,97.66,Petróleo._Gás_e_Biocombustíveis,Exploração._Refino_e_Distribuição,UGPA3
39840000000,38634871000,14032607000,3000000000,14254621000,2033656000,-,-1205129000,1205129000,100.00,Novo_Mercado,17.25,Financeiro,Seguradoras,CXSE3
93958356000,134169891000,121494065000,2307099000,282016140000,57375976000,71063585000,40211535000,30852050000,80.00,Nível_1,97.35,Utilidade_Pública,Energia_Elétrica,ELET3
76508158000,74359302000,25002984000,2289292000,104304446000,52764382000,37845232000,-2148856000,39994088000,100.00,Nível_1,50.01,Saúde,Serviços_Médicos._Hospitalares._Análises_e_Diagnósticos,RDOR3
1661700000,4046700000,2764000000,490177000,19371000000,5660000000,4562000000,2385000000,2177000000,100.00,Novo_Mercado,77.40,Consumo_não_Cíclico,Alimentos,PCAR3
17888633000,21554894000,48864195000,502630000,74221458000,12129459000,13144413000,3666261000,9478152000,100.00,Novo_Mercado,58.28,Saúde,Serviços_Médicos._Hospitalares._Análises_e_Diagnósticos,HAPV3
471585000,240977000,352593000,87169000,486791000,308869000,182000,-230608000,230790000,100.00,Novo_Mercado,75.33,Tecnologia_da_Informação,Programas_e_Serviços,CASH3
27097573000,21997729000,9237283000,5485338000,35991112000,16982284000,9269768000,-5099844000,14369612000,100.00,Nível_1,20.25,Materiais_Básicos,Minerais_Metálicos,CMIN3
73545661000,93047401000,38397920000,683509000,85690939000,13501674000,27638322000,19501740000,8136582000,100.00,Novo_Mercado,49.74,Utilidade_Pública,Água_e_Saneamento,SBSP3
13228291000,17610434000,5905050000,519163000,12311269000,1816949000,5124436000,4382143000,742293000,0.10,Nível_2,52.93,Financeiro,Exploração_de_Imóveis,MULT3
7775584000,10812923000,5226804000,547191000,13270727000,4663230000,5497898000,3037339000,2460559000,100.00,Novo_Mercado,84.87,Saúde,Serviços_Médicos._Hospitalares._Análises_e_Diagnósticos,FLRY3
42709136000,86646105000,26783979000,1248075000,115721235000,26294549000,54438382000,43936969000,10501413000,100.00,Novo_Mercado,100.00,Utilidade_Pública,Energia_Elétrica,EQTL3
3501998000,6762306000,5753278000,681322000,14554070000,4811445000,5152556000,3260308000,1892248000,100.00,Novo_Mercado,43.12,Consumo_Cíclico,Incorporações,JHSF3
2288240000,9111268000,3105147000,329330000,18121825000,9863134000,9094745000,6823028000,2271717000,80.00,Nível_1,60.10,Bens_Industriais,Material_Rodoviário,RAPT4
439952406000,766228406000,395841000000,12888732000,1147716000000,124853000000,370314000000,326276000000,44038000000,100.00,Nível_2,60.70,Petróleo._Gás_e_Biocombustíveis,Exploração._Refino_e_Distribuição,PETR3
12486960000,15481168000,5527218000,586242000,18255067000,4156308000,5944824000,2994208000,2950616000,0.00,Tradicional,52.44,Consumo_Cíclico,Atividades_Esportivas,SMFT3
1466043000,4248322000,2369748000,403868000,9965999000,2324269000,4174200000,2782279000,1391921000,100.00,Novo_Mercado,63.64,Consumo_Cíclico,Serviços_Educacionais,ANIM3
21488499000,35924707000,19137726000,1584697000,54578563000,10834561000,19202014000,14436208000,4765806000,100.00,Novo_Mercado,99.68,Utilidade_Pública,Energia_Elétrica,ENEV3
15835520000,23390210000,11738290000,633420000,24330107000,5885229000,9294804000,7554690000,1740114000,100.00,Novo_Mercado,64.65,Saúde,Medicamentos_e_Outros_Produtos,HYPE3
11749154000,14790604000,13432552000,542936000,26592040000,3952021000,6122517000,3041450000,3081067000,100.00,Novo_Mercado,92.76,Financeiro,Exploração_de_Imóveis,ALOS3
64469998000,139081741000,38398266000,1264117000,155244885000,34479115000,91042571000,74611743000,16430828000,100.00,Novo_Mercado,50.69,Materiais_Básicos,Papel_e_Celulose,SUZB3
52071502000,49504001000,25125486000,2420804000,56954895000,13455115000,2906256000,-2567501000,5473757000,100.00,Novo_Mercado,33.40,Telecomunicações,Telecomunicações,TIMS3
1956474000,2050783000,1658803000,462523000,3862464000,1368729000,440982000,94309000,346673000,100.00,Novo_Mercado,66.53,Consumo_não_Cíclico,Produtos_Diversos,PETZ3
6379701000,6672090000,2611940000,236197000,4228263000,2645693000,469466000,292388000,177077000,100.00,Novo_Mercado,53.31,Consumo_Cíclico,Acessórios,VIVA3
7137231000,43248231000,-4236000000,797207000,95422000000,34101000000,49140000000,36111000000,13029000000,100.00,Nível_1,34.97,Materiais_Básicos,Petroquímicos,BRKM5
9608995000,15395877000,8421329000,380253000,16581863000,2683796000,6819843000,5786882000,1032961000,100.00,Novo_Mercado,49.56,Utilidade_Pública,Água_e_Saneamento,CSMG3
7391811000,18127579000,5443627000,622730000,20668903000,3369382000,11982918000,10735768000,1247150000,100.00,Novo_Mercado,68.34,Utilidade_Pública,Energia_Elétrica,SRNA3
6053954000,5342143000,8667966000,393096000,8794484000,711811000,-,-711811000,711811000,80.00,Nível_1,71.57,Financeiro,Holdings_Diversificadas,BRAP4
42364000,42360000,-19381000,31822000,46651000,15417000,-,-4000,4000,0.00,Tradicional,61.28,Bens_Industriais,Material_Rodoviário,RCSL4
30611966000,75697966000,35221000000,1213797000,110816000000,21358000000,50695000000,45086000000,5609000000,100.00,Novo_Mercado,16.07,Utilidade_Pública,Energia_Elétrica,NEOE3
1191993000,2940942000,1263402000,346509000,4575716000,1391549000,2470524000,1748949000,721575000,100.00,Nível_1,49.46,Bens_Industriais,Construção_Pesada,ARML3
3781282000,8218885000,3103975000,289088000,9836015000,2408292000,5369785000,4437603000,932182000,100.00,Novo_Mercado,93.61,Consumo_Cíclico,Serviços_Educacionais,YDUQ3
1035256000,1999256000,4475000000,200243000,17377000000,7141000000,1827000000,964000000,863000000,0.10,Nível_1,69.88,Consumo_Cíclico,Produtos_Diversos,AMER3
5397371000,5320338000,3262550000,308245000,9280801000,4360438000,1443787000,-77033000,1520820000,100.00,Novo_Mercado,32.93,Consumo_Cíclico,Tecidos._Vestuário_e_Calçados,CEAB3
32589506000,39554571000,16044446000,1682473000,62889654000,31458506000,19946580000,6965065000,12981515000,0.10,Novo_Mercado,48.41,Consumo_não_Cíclico,Carnes_e_Derivados,BRFS3
182735000,10030791000,-14660023000,330121000,19644491000,5242607000,11291004000,9848056000,1442948000,100.00,Nível_1,90.04,Telecomunicações,Telecomunicações,OIBR3
4609732000,24540607000,3777957000,696334000,32690853000,4228476000,22912406000,19930875000,2981531000,100.00,Novo_Mercado,47.92,Bens_Industriais,Exploração_de_Rodovias,ECOR3
4501778000,3086756000,3934738000,902160000,4678426000,3230536000,198833000,-1415022000,1613855000,100.00,Novo_Mercado,29.67,Consumo_Cíclico,Calçados,GRND3
9596434000,12078434000,3685383000,674854000,14482162000,7669137000,5592000000,2482000000,3110000000,100.00,Nível_1,58.62,Bens_Industriais,Serviços_Diversos,GGPS3
2923316000,5927622000,4280661000,651072000,13359765000,4185283000,3862000000,3004306000,857694000,100.00,Nível_1,31.40,Bens_Industriais,Máquinas_e_Equipamentos_Industriais,CBAV3
7353102000,9489668000,7804357000,206489000,15343081000,7051622000,3239938000,2136566000,1103372000,100.00,Novo_Mercado,56.14,Consumo_Cíclico,Tecidos._Vestuário_e_Calçados,AZZA3
487681000,657148000,536003000,195072000,3430223000,2380561000,500000000,169467000,330533000,100.00,Novo_Mercado,95.63,Consumo_não_Cíclico,Produtos_Diversos,LJQQ3
98328655000,98328655000,122271222000,7498531000,1240333567000,264400814000,,,24371817000,100.00,Nível_1,9.88,Financeiro,Bancos,SANB11
3715820000,-884005000,5087451000,82263000,16043592000,6005464000,-,-4599826000,4599826000,100.00,Novo_Mercado,99.48,Financeiro,Seguradoras,IRBR3
99793000,232943000,718475000,187167000,1312938000,163831000,144082000,133150000,10932000,0.00,Tradicional,59.66,Bens_Industriais,Construção_Pesada,AZEV3
99793000,232943000,718475000,187167000,1312938000,163831000,144082000,133150000,10932000,0.00,Tradicional,59.66,Bens_Industriais,Construção_Pesada,AZEV4
6302556000,8071377000,4177323000,1214491000,7791679000,1940835000,3367008000,1768821000,1598187000,100.00,Tradicional,55.81,Financeiro,Exploração_de_Imóveis,IGTI11
16349161000,16963685000,10013577000,2209346000,20115820000,12583299000,2135075000,614524000,1520551000,100.00,Novo_Mercado,21.00,Consumo_não_Cíclico,Produtos_Diversos,GMAT3
4465339000,4613052000,3076452000,327611000,5211775000,3734054000,985348000,147713000,837635000,100.00,Novo_Mercado,34.93,Telecomunicações,Telecomunicações,INTB3
4619787000,9654037000,6872730000,820566000,17981843000,4807342000,6522562000,5034250000,1488312000,100.00,Novo_Mercado,36.77,Materiais_Básicos,Madeira,DXCO3
22407148000,50292564000,10192494000,6179682000,60335243000,15144906000,35968169000,27885416000,8082753000,100.00,Nível_2,63.92,Materiais_Básicos,Papel_e_Celulose,KLBN4
376121000,1870511000,1459721000,133851000,6384577000,2460163000,1720374000,1494390000,225984000,100.00,Novo_Mercado,49.01,Consumo_Cíclico,Incorporações,HBOR3
3841378000,49347220000,2824124000,873040000,83592664000,28573323000,59240935000,45505842000,13735093000,100.00,Novo_Mercado,26.00,Financeiro,Holdings_Diversificadas,SIMH3
8015401000,13082932000,4911402000,443329000,17469088000,7722953000,6320928000,5067531000,1253397000,100.00,Novo_Mercado,43.81,Consumo_não_Cíclico,Agricultura,SLCE3
7783403000,9913890000,2747144000,439988000,6508840000,1231346000,2718087000,2130487000,587600000,100.00,Novo_Mercado,43.34,Bens_Industriais,Serviços_de_Apoio_e_Armazenagem,PORT3
2901148000,6720661000,2995772000,527481000,10825812000,4202724000,5458349000,3819513000,1638836000,100.00,Nível_1,46.26,Saúde,Medicamentos_e_Outros_Produtos,ONCO3
34359583000,24428802000,13856821000,646586000,49466824000,27417261000,-,-9930781000,9930781000,100.00,Novo_Mercado,28.23,Financeiro,Seguradoras,PSSA3
1263432000,1208827000,714159000,179720000,1515404000,1001352000,302219000,-54605000,356824000,100.00,Novo_Mercado,98.19,Bens_Industriais,Máquinas_e_Equipamentos_Industriais,KEPL3
462943000,1333238000,1297726000,284014000,4414629000,1768592000,1932276000,870295000,1061981000,0.10,Novo_Mercado,98.05,Saúde,Serviços_Médicos._Hospitalares._Análises_e_Diagnósticos,QUAL3
2495570000,2345482000,993359000,66002000,1397078000,751456000,197063000,-150088000,347151000,100.00,Novo_Mercado,48.48,Bens_Industriais,Transporte_Rodoviário,TGMA3
16384334000,28666127000,20601977000,658883000,43946662000,6605421000,14112054000,12281793000,1830261000,0.00,Nível_1,64.18,Utilidade_Pública,Energia_Elétrica,ISAE4
34078623000,46815649000,26272206000,2982810000,60240753000,16146351000,18795043000,12737026000,6058017000,100.00,Nível_2,100.00,Utilidade_Pública,Energia_Elétrica,CPLE3
2201801000,-1388215000,5640000000,372555000,26841000000,8455000000,9983000,-3590017000,3600000000,100.00,Novo_Mercado,99.81,Utilidade_Pública,Energia_Elétrica,LIGT3
3911556000,4749750000,4463790000,293440000,7454930000,1573770000,1856030000,838194000,1017836000,100.00,Nível_1,93.96,Petróleo._Gás_e_Biocombustíveis,Exploração._Refino_e_Distribuição,RECV3
2640220000,4470718000,2907108000,244012000,8449215000,4318108000,2633707000,1830498000,803209000,100.00,Novo_Mercado,60.31,Consumo_Cíclico,Produtos_Diversos,SBFG3
574290000,1347280000,1607654000,141800000,4215868000,2764182000,1238391000,772990000,465401000,100.00,Novo_Mercado,51.71,Tecnologia_da_Informação,Computadores_e_Equipamentos,POSI3
5654726000,13491609000,6699362000,332435000,21769383000,6305241000,10919914000,7836883000,3083031000,100.00,Novo_Mercado,41.10,Consumo_não_Cíclico,Açucar_e_Alcool,SMTO3
6827225000,7177738000,2178391000,173500000,10612250000,4685810000,1980035000,350513000,1629522000,100.00,Novo_Mercado,62.51,Consumo_Cíclico,Incorporações,DIRR3
10437392000,15198011000,12036700000,1511205000,24877802000,3383387000,6609243000,4760619000,1848624000,100.00,Nível_2,79.97,Utilidade_Pública,Água_e_Saneamento,SAPR11
2742539000,3186739000,1083724000,123094000,5138526000,3037846000,1025701000,444200000,581501000,100.00,Novo_Mercado,98.69,Consumo_Cíclico,Incorporações,TEND3
43221064000,67483689000,22249251000,1152254000,78709730000,17316554000,28310771000,24262625000,4048146000,100.00,Novo_Mercado,16.29,Utilidade_Pública,Energia_Elétrica,CPFE3
6736984000,7290359000,4153036000,498297000,9833353000,6427671000,2208259000,553375000,1654884000,100.00,Nível_1,22.52,Consumo_não_Cíclico,Agricultura,TTEN3
8805871000,8544876000,1133945000,291875000,4870968000,3048558000,1282811000,-260995000,1543806000,100.00,Novo_Mercado,43.72,Consumo_Cíclico,Incorporações,CURY3
4553202000,4553202000,10568980000,408974000,151511198000,2298020000,,,2298015000,100.00,Nível_1,50.61,Financeiro,Bancos,BRSR6
22313518000,50392477000,17989297000,2289424000,78311361000,18160049000,36663576000,28078959000,8584617000,100.00,Nível_2,71.31,Utilidade_Pública,Energia_Elétrica,ENGI11
32522879000,52788805000,12082964000,815927000,52761221000,8806605000,25840565000,20265926000,5574639000,100.00,Novo_Mercado,31.28,Utilidade_Pública,Energia_Elétrica,EGIE3
3073958000,3471632000,4898437000,220989000,6960771000,3042390000,1574712000,397674000,1177038000,100.00,Novo_Mercado,44.05,Consumo_Cíclico,Incorporações,EZTC3
3913728000,4782827000,5382713000,499200000,13236323000,8229871000,2010072000,869099000,1140973000,0.00,Nível_1,16.41,Consumo_Cíclico,Tecidos._Vestuário_e_Calçados,GUAR3
5135782000,5090193000,1468255000,357374000,2797605000,1801149000,831951000,-45589000,877540000,0.00,Tradicional,56.37,Bens_Industriais,Motores._Compressores_e_Outros,SHUL4
348646000,3934631000,1868631000,322820000,9371027000,5160115000,4470200000,3585985000,884215000,100.00,Nível_1,56.46,Saúde,Serviços_Médicos._Hospitalares._Análises_e_Diagnósticos,VVEO3
845155000,1061467000,2953431000,820539000,5278198000,3544631000,689200000,216312000,472888000,100.00,Nível_1,47.06,Tecnologia_da_Informação,Computadores_e_Equipamentos,MLAS3
6861996000,6364106000,1364464000,552495000,2235903000,618940000,-,-497890000,497890000,100.00,Novo_Mercado,45.96,Saúde,Serviços_Médicos._Hospitalares._Análises_e_Diagnósticos,ODPV3
11451133000,20902109000,7297942000,1033496000,21030240000,3119982000,10253596000,9450976000,802620000,100.00,Nível_2,63.44,Utilidade_Pública,Energia_Elétrica,TAEE11
2274508000,3731369000,2778335000,581715000,9115564000,4959877000,1700639000,1456861000,243778000,100.00,Novo_Mercado,31.17,Saúde,Medicamentos_e_Outros_Produtos,PGMN3
1091559000,10132467000,7813960000,752799000,28261545000,10395713000,12616450000,9040908000,3575542000,0.00,Tradicional,19.32,Saúde,Serviços_Médicos._Hospitalares._Análises_e_Diagnósticos,DASA3
2624689000,2758210000,801581000,204256000,2501662000,2124254000,598315000,133521000,464794000,100.00,Novo_Mercado,26.62,Financeiro,Intermediação_Imobiliária,PLPL3
1894656000,3049638000,1422134000,239829000,3768111000,1243755000,1782087000,1154982000,627105000,100.00,Tradicional,44.27,Materiais_Básicos,Papel_e_Celulose,RANI3
93958356000,134169891000,121494065000,2307099000,282016140000,57375976000,71063585000,40211535000,30852050000,0.00,Nível_1,97.35,Utilidade_Pública,Energia_Elétrica,ELET6
986511000,4293383000,2003170000,303541000,7137606000,2301201000,4547700000,3306872000,1240828000,100.00,Nível_1,31.69,Consumo_não_Cíclico,Açucar_e_Alcool,JALL3
364548025000,364548025000,201140000000,10784548000,2802812000000,2620833000000,,,38893000000,80.00,Nível_1,52.98,Financeiro,Bancos,ITUB3
1561000000,5443384000,3488881000,350000000,12142367000,7187784000,5506717000,3882384000,1624333000,100.00,Novo_Mercado,27.08,Consumo_não_Cíclico,Alimentos_Diversos,CAML3
6277880000,8292946000,2131362000,270016000,6735299000,3284206000,2735667000,2015066000,720601000,80.00,Nível_1,33.14,Bens_Industriais,Material_Rodoviário,FRAS3
6525912000,7456044000,24277714000,1253079000,40655884000,18064823000,7674093000,930132000,6743961000,80.00,Nível_1,53.95,Materiais_Básicos,Siderurgia,USIM3
5466922000,5260473000,4051629000,683062000,6381470000,3126144000,892197000,-206449000,1098646000,0.00,Nível_1,27.74,Consumo_Cíclico,Calçados,ALPA4
392326000,784955000,987889000,286369000,2649590000,409713000,586600000,392629000,193971000,100.00,Novo_Mercado,98.66,Consumo_Cíclico,Restaurante_e_Similares,MEAL3
202630000,5866000,313950000,202630000,421327000,236591000,-,-196764000,196764000,100.00,Nível_1,72.16,Consumo_Cíclico,Tecidos._Vestuário_e_Calçados,ENJU3
5108606000,5122465000,2205963000,274656000,2933303000,2051530000,257705000,13859000,243846000,100.00,Novo_Mercado,35.08,Consumo_Cíclico,Calçados,VULC3
10437392000,15198011000,12036700000,1511205000,24877802000,3383387000,6609243000,4760619000,1848624000,100.00,Nível_2,79.97,Utilidade_Pública,Água_e_Saneamento,SAPR4
389251000,865890000,997155000,105774000,2224496000,1804394000,625302000,476639000,148663000,100.00,Novo_Mercado,54.06,Consumo_Cíclico,Incorporações,MTRE3
2204339000,6095482000,4306803000,153719000,15329139000,7175221000,5823875000,3891143000,1932732000,100.00,Novo_Mercado,84.74,Consumo_Cíclico,Automóveis_e_Motocicletas,MYPK3
2837172000,2350680000,3363440000,353175000,4334562000,1671967000,352231000,-486492000,838723000,0.00,Nível_1,45.83,Materiais_Básicos,Siderurgia,FESA4
1030350000,1327542000,1091945000,152644000,3168438000,1194069000,877845000,297192000,580653000,100.00,Novo_Mercado,22.82,Financeiro,Exploração_de_Imóveis,SYNE3
5150026000,5150026000,6472307000,244656000,61267873000,55699464000,,,744318000,100.00,Nível_2,30.59,Financeiro,Bancos,ABCB4
2000487000,2000487000,4388311000,583232000,50599751000,42917208000,,,279439000,100.00,Nível_1,27.45,Financeiro,Bancos,BMGB4
9530716000,9530716000,7463348000,1269070000,65538411000,4403000,,,4403000,100.00,Nível_1,22.21,Financeiro,Bancos,BPAN4
10058777000,19010105000,8518976000,988880000,31173683000,6413410000,12629526000,8951328000,3678198000,100.00,Nível_2,34.43,Utilidade_Pública,Energia_Elétrica,ALUP11
1879893000,2005514000,1611721000,84909000,4210915000,2044848000,528511000,125621000,402890000,0.00,Novo_Mercado,62.91,Consumo_Cíclico,Incorporações,MDNE3
1391111000,1349037000,1347513000,135322000,3474845000,2518823000,844673000,-42074000,886747000,100.00,Novo_Mercado,43.03,Consumo_não_Cíclico,Agricultura,SOJA3
669867000,1205749000,1268179000,126634000,2537349000,1463280000,746276000,535882000,210394000,100.00,Nível_2,59.85,Bens_Industriais,Armas_e_Munições,TASA4
